(B(t,220.834137,219.05484,219.524902,222.036041), D(t,309.759369,312.302673,313.949249,315.953094))
(B(t,222.036041,234.740173,249.060608,263.3078), D(t,315.953094,326.090851,333.494476,341.07016))
(B(t,263.3078,265.821747,267.356415,269.069031), D(t,341.07016,342.406891,341.498657,340.065491))
(B(t,269.069031,272.766022,276.39325,280.145813), D(t,340.065491,336.971771,333.792267,330.768005))
(B(t,280.145813,287.09024,287.399261,281.624481), D(t,330.768005,325.171478,322.520538,315.692352))
(B(t,281.624481,280.553955,279.452271,278.152832), D(t,315.692352,314.426544,313.131409,312.12323))
(B(t,278.152832,255.240219,230.931641,201.066864), D(t,312.12323,294.347107,279.30011,273.355286))
(B(t,177.579849,178.140625,180.083954,183.314224), D(t,184.876389,188.260559,189.157684,188.371796))
(B(t,183.314224,186.375275,189.503403,192.62738), D(t,188.371796,187.627075,187.112701,186.679855))
(B(t,192.62738,205.340393,217.706451,230.063675), D(t,186.679855,184.918442,181.655624,178.300171))
(B(t,230.063675,235.308762,238.352676,238.643738), D(t,178.300171,176.875931,174.087585,168.340454))
(B(t,238.643738,238.844391,240.030365,240.382462), D(t,168.340454,164.378738,160.475235,156.510773))
(B(t,240.382462,240.812851,242.771484,241.024231), D(t,156.510773,151.664566,146.839478,141.582458))
(B(t,241.024231,234.417282,228.538254,222.326706), D(t,141.582458,142.726654,145.557053,147.21106))
(B(t,222.326706,207.869263,193.253571,178.476868), D(t,147.21106,151.060822,154.203171,156.564377))
(B(t,178.476868,175.582169,173.910522,174.867462), D(t,156.564377,157.026917,157.933411,161.448105))
(B(t,174.867462,176.880386,176.794434,177.579849), D(t,161.448105,168.8414,176.517532,184.876389))
(B(t,223.838638,221.878891,220.226044,217.874817), D(t,437.215027,440.687134,444.385895,447.568787))
(B(t,217.874817,215.426132,216.484467,219.226501), D(t,447.568787,450.883606,452.8685,455.061829))
(B(t,219.226501,224.840622,230.822708,237.341858), D(t,455.061829,459.552429,463.489349,466.45282))
(B(t,237.341858,243.83551,250.432587,257.886414), D(t,466.45282,469.404633,472.165833,471.857574))
(B(t,257.886414,260.716919,262.411163,263.558319), D(t,471.857574,471.740448,471.055817,468.258331))
(B(t,263.558319,269.926208,276.522797,282.907379), D(t,468.258331,452.729156,437.293823,421.771362))
(B(t,282.907379,283.935028,285.333038,285.213531), D(t,421.771362,419.272919,416.755219,413.096954))
(B(t,285.213531,277.830719,270.99884,264.010651), D(t,413.096954,415.920044,418.741791,421.100403))
(B(t,264.010651,261.260468,259.89032,259.249115), D(t,421.100403,422.028625,423.486298,426.163452))
(B(t,259.249115,258.08429,256.289673,254.009048), D(t,426.163452,431.027039,435.67984,440.132141))
(B(t,254.009048,253.205261,251.708023,250.218048), D(t,440.132141,441.701355,443.485687,441.713715))
(B(t,250.218048,245.133881,237.922394,231.623245), D(t,441.713715,435.66748,437.664429,436.434418))
(B(t,231.623245,229.312515,226.590775,223.838638), D(t,436.434418,435.983215,433.766846,437.215027))
(B(t,237.944672,240.935623,243.929367,246.916641), D(t,421.620972,421.69104,421.87146,421.795929))
(B(t,246.916641,249.260178,250.609894,250.386948), D(t,421.795929,421.736694,420.514252,417.951935))
(B(t,250.386948,249.854034,249.875,246.796463), D(t,417.951935,411.827148,405.5354,399.989929))
(B(t,246.796463,241.105347,234.19162,221.743927), D(t,399.989929,389.73819,380.348907,378.319244))
(B(t,221.743927,210.056396,199.415985,189.861206), D(t,378.319244,376.413544,380.047119,387.051361))
(B(t,189.861206,186.513489,186.414352,189.025833), D(t,387.051361,389.505432,391.413361,394.70282))
(B(t,189.025833,201.393768,217.796188,237.944672), D(t,394.70282,410.281586,418.401581,421.620972))
(B(t,307.963348,310.034027,310.312988,306.159088), D(t,392.376953,385.008545,377.545258,370.962006))
(B(t,306.159088,298.647522,292.400604,289.455353), D(t,370.962006,359.057343,346.710022,332.84433))
(B(t,289.455353,289.159515,288.750671,286.629578), D(t,332.84433,331.451477,329.90329,329.039795))
(B(t,286.629578,281.316315,275.954681,270.260864), D(t,329.039795,333.388641,338.07312,342.311462))
(B(t,270.260864,267.452362,267.062256,268.161438), D(t,342.311462,344.402039,346.342865,349.499268))
(B(t,268.161438,272.316132,276.056335,280.292633), D(t,349.499268,361.429779,373.50592,385.406189))
(B(t,280.292633,282.827271,285.995331,289.018585), D(t,385.406189,392.526398,399.421082,406.756561))
(B(t,289.018585,296.662659,302.424835,307.963348), D(t,406.756561,403.113556,398.479675,392.376953))
(B(t,204.53299,210.359833,217.247375,224.653351), D(t,349.940186,355.582245,359.494049,362.698273))
(B(t,224.653351,231.17128,237.259659,242.492905), D(t,362.698273,365.518311,367.048096,360.380066))
(B(t,242.492905,243.281311,244.670624,245.700577), D(t,360.380066,359.375519,358.863678,358.024078))
(B(t,245.700577,251.292068,257.504761,262.84436), D(t,358.024078,353.466034,349.653137,344.302094))
(B(t,262.84436,246.676971,230.971848,217.014053), D(t,344.302094,335.874908,327.641815,316.177216))
(B(t,217.014053,211.161942,207.245102,202.757904), D(t,316.177216,324.839233,333.662964,342.18103))
(B(t,202.757904,201.147156,201.199722,204.53299), D(t,342.18103,345.238739,347.438904,349.940186))
(B(t,191.947342,186.801697,181.65361,176.511765), D(t,454.486633,454.76059,454.996735,455.329529))
(B(t,176.511765,174.762268,172.742142,172.779648), D(t,455.329529,455.442719,455.170776,458.081757))
(B(t,172.779648,172.871628,178.689041,185.367447), D(t,458.081757,465.222595,474.416351,476.49707))
(B(t,185.367447,203.654449,222.450119,241.493057), D(t,476.49707,482.194489,484.460693,482.408813))
(B(t,241.493057,248.348297,255.353683,262.24115), D(t,482.408813,481.670166,479.88562,475.562592))
(B(t,262.24115,243.378052,228.494843,215.271622), D(t,475.562592,474.766418,467.004456,455.443268))
(B(t,215.271622,214.027512,212.706543,210.802002), D(t,455.443268,454.35556,453.351257,453.742676))
(B(t,210.802002,204.870331,198.849152,191.947342), D(t,453.742676,454.9617,453.988495,454.486633))
(B(t,248.855301,259.058746,262.604797,261.337646), D(t,378.659576,389.56427,402.808319,418.019531))
(B(t,261.337646,269.435974,275.989258,282.609467), D(t,418.019531,415.908203,413.195709,410.643494))
(B(t,282.609467,286.050476,286.615295,285.01889), D(t,410.643494,409.316956,407.706879,404.264984))
(B(t,285.01889,279.48996,275.195648,271.281494), D(t,404.264984,392.344666,379.938934,367.396606))
(B(t,271.281494,269.225098,266.893372,264.386505), D(t,367.396606,360.807068,354.303467,346.873474))
(B(t,264.386505,254.576523,245.464279,235.840515), D(t,346.873474,354.393311,361.378326,368.755402))
(B(t,235.840515,240.359131,245.324081,248.855301), D(t,368.755402,372.427307,374.073303,378.659576))
(B(t,212.408569,214.289825,211.852051,210.124115), D(t,318.238342,315.281342,315.424896,315.05127))
(B(t,210.124115,197.945587,185.597397,173.649246), D(t,315.05127,312.417908,310.524536,306.895477))
(B(t,173.649246,170.883469,170.126266,169.398087), D(t,306.895477,306.05542,307.429291,309.55069))
(B(t,169.398087,166.628387,165.557449,164.275681), D(t,309.55069,317.619659,326.026276,334.398895))
(B(t,164.275681,163.791809,165.123932,167.935608), D(t,334.398895,337.559692,339.249176,340.570496))
(B(t,167.935608,176.579163,185.719543,195.119598), D(t,340.570496,344.632416,345.789093,345.884918))
(B(t,195.119598,197.535965,198.657486,199.64386), D(t,345.884918,345.909515,344.664856,342.731964))
(B(t,199.64386,203.724518,207.896622,212.408569), D(t,342.731964,334.735626,326.78595,318.238342))
(B(t,307.384369,303.543152,299.897858,295.802582), D(t,397.626648,400.531525,403.759094,406.245483))
(B(t,295.802582,292.115387,290.081421,288.568207), D(t,406.245483,408.4841,411.633118,415.395813))
(B(t,288.568207,283.118744,277.482849,272.297974), D(t,415.395813,428.945831,442.424774,456.075134))
(B(t,272.297974,270.410065,267.386017,266.608429), D(t,456.075134,461.045502,465.70163,471.215942))
(B(t,266.608429,270.679901,273.616577,276.487427), D(t,471.215942,472.234344,471.378113,469.232208))
(B(t,276.487427,282.969727,288.450134,292.405273), D(t,469.232208,464.386871,458.704742,451.605133))
(B(t,292.405273,297.670349,302.759003,305.775085), D(t,451.605133,442.154114,432.557098,422.162415))
(B(t,305.775085,308.089874,310.190369,307.384369), D(t,422.162415,414.184692,405.949554,397.626648))
(B(t,182.977051,184.126617,186.068985,186.305481), D(t,199.030884,199.01059,198.577927,199.032562))
(B(t,186.305481,189.300446,192.921051,196.033279), D(t,199.032562,204.790497,200.05098,199.525055))
(B(t,196.033279,200.075333,203.965363,207.920822), D(t,199.525055,198.842026,197.25946,196.064072))
(B(t,207.920822,208.088669,208.256531,208.424377), D(t,196.064072,196.525162,196.986252,197.447357))
(B(t,208.424377,203.670547,197.181061,192.07225), D(t,197.447357,201.433975,202.261139,205.678268))
(B(t,192.07225,201.659103,210.235535,220.306473), D(t,205.678268,203.88147,198.736084,196.726028))
(B(t,220.306473,219.4086,217.559082,216.135406), D(t,196.726028,199.484634,199.641113,200.349167))
(B(t,216.135406,210.156311,203.770615,197.489212), D(t,200.349167,203.322723,205.234909,207.414597))
(B(t,197.489212,195.136383,192.250168,193.564651), D(t,207.414597,208.231018,208.582916,212.269592))
(B(t,193.564651,194.543732,194.93338,199.465149), D(t,212.269592,215.015549,218.028885,217.129913))
(B(t,199.465149,210.763092,221.628799,232.564697), D(t,217.129913,214.888702,211.238464,207.781464))
(B(t,232.564697,234.581741,235.110016,235.839249), D(t,207.781464,207.143875,205.530609,203.760925))
(B(t,235.839249,239.026108,233.284775,236.690475), D(t,203.760925,196.027008,188.453674,180.371353))
(B(t,236.690475,216.939407,198.319778,179.70462), D(t,180.371353,184.703278,188.787048,192.869843))
(B(t,179.70462,180.10202,180.915756,182.977051), D(t,192.869843,195.48671,197.261444,199.030884))
(B(t,193.274612,190.601852,183.87793,175.230133), D(t,428.18045,418.806213,416.78717,418.211823))
(B(t,175.230133,174.417847,173.56636,172.740402), D(t,418.211823,418.345642,418.331512,418.276367))
(B(t,172.740402,169.582382,168.270538,168.216965), D(t,418.276367,418.06543,419.4823,422.669586))
(B(t,168.216965,168.068283,169.302078,170.725723), D(t,422.669586,431.517181,440.215179,448.900726))
(B(t,170.725723,171.08844,172.052124,174.740341), D(t,448.900726,451.11377,452.317017,452.149445))
(B(t,174.740341,180.705612,186.701096,192.675751), D(t,452.149445,451.777618,451.921234,451.660065))
(B(t,192.675751,198.016571,203.345993,209.46463), D(t,451.660065,451.426605,450.932098,450.497009))
(B(t,209.46463,203.424774,197.601166,193.274612), D(t,450.497009,442.969879,436.554596,428.18045))
(B(t,277.976166,268.764648,259.553375,250.341568), D(t,187.357056,185.239532,183.120941,181.004761))
(B(t,250.341568,239.223953,237.487656,239.331497), D(t,181.004761,178.450745,179.945648,191.556122))
(B(t,239.331497,240.040573,241.148361,239.360016), D(t,191.556122,196.021194,200.242859,204.717896))
(B(t,239.360016,238.156845,240.422272,242.795898), D(t,204.717896,207.728577,208.4552,208.695663))
(B(t,242.795898,249.417068,256.035217,262.668732), D(t,208.695663,209.366501,210.086395,210.60585))
(B(t,262.668732,264.952118,267.96701,269.240021), D(t,210.60585,210.784653,211.250122,209.156189))
(B(t,269.240021,273.259979,277.418945,277.976166), D(t,209.156189,202.543884,195.90358,187.357056))
(B(t,289.843353,298.188721,312.536224,316.191071), D(t,228.730743,232.188873,229.132019,222.716171))
(B(t,316.191071,302.094147,292.817444,282.575928), D(t,222.716171,214.883606,202.021606,189.234238))
(B(t,282.575928,279.019501,275.712646,272.486603), D(t,189.234238,196.900131,203.954773,211.046173))
(B(t,272.486603,271.870789,272.460327,273.436737), D(t,211.046173,212.399902,213.770081,214.720795))
(B(t,273.436737,278.419922,282.690216,289.843353), D(t,214.720795,219.57283,225.259232,228.730743))
(B(t,294.055481,295.647919,296.791779,298.930298), D(t,299.461548,295.809296,291.86618,288.567993))
(B(t,298.930298,302.861023,302.481171,296.901245), D(t,288.567993,282.505707,277.903412,272.811737))
(B(t,296.901245,291.341248,286.808624,281.223938), D(t,272.811737,267.738281,261.53891,255.144348))
(B(t,281.223938,277.543182,274.148834,270.780487), D(t,255.144348,262.907471,270.045563,277.195892))
(B(t,270.780487,270.33313,270.486725,270.9216), D(t,277.195892,278.145447,279.094879,280.072205))
(B(t,270.9216,275.38205,283.096161,291.966888), D(t,280.072205,290.096497,297.116913,303.639526))
(B(t,291.966888,292.753296,293.275818,294.055481), D(t,303.639526,302.129944,301.126953,299.461548))
(B(t,165.420853,165.854752,166.254959,166.728943), D(t,373.070618,374.84549,376.629456,378.393555))
(B(t,166.728943,168.075607,172.621414,175.866089), D(t,378.393555,383.405548,381.729553,382.586945))
(B(t,175.866089,178.225266,180.237778,181.505142), D(t,382.586945,383.210297,382.600403,379.871582))
